Apoly_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_symbol	function_protein	threshold_OE
Apoly008259	479.534788618372	0.622651295644641	0.186603245359872	3.33676563043603	0.000847593900798071	0.0434108764255289	g26230	HOT_XENLA	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	TRUE
Apoly008275	1043.77526453948	0.781842898570753	0.254440073636437	3.07279780027068	0.00212062123538002	0.0481983473520593	g26256	TTC19_DANRE	Tetratricopeptide repeat protein 19, mitochondrial	TRUE
Apoly008314	924.100095551477	0.553974149782119	0.178148368295088	3.10962236187595	0.00187326676089084	0.0465881683551307	g26339	NOG1_HUMAN	Nucleolar GTP-binding protein 1	TRUE
Apoly008421	442.572641260756	0.55364857096558	0.173839920428141	3.18481836394096	0.00144844890117156	0.0451691210352357	g26573	DPOD3_CHICK	DNA polymerase delta subunit 3	TRUE
Apoly008435	95.6458576976087	0.770074674329249	0.237025077013286	3.24891646079323	0.00115845494147009	0.044662705147411	g26602	MIC26_HUMAN	MICOS complex subunit MIC26 {ECO:0000303|PubMed:25764979}	TRUE
Apoly008489	959.05728618313	0.931882495546724	0.248290791573954	3.75318991751315	0.000174598472897345	0.0419361554427425	g26670	POGK_HUMAN	Pogo transposable element with KRAB domain	TRUE
Apoly008504	478.954322440508	0.708295329727764	0.219381208114647	3.22860529310977	0.00124395455831967	0.044662705147411	g26697	EXOC3_HUMAN	Exocyst complex component 3	TRUE
Apoly008591	217.374157765999	0.606415183157591	0.198792360590315	3.05049540815773	0.00228464173815131	0.0496123606271024	g26830	TMM70_CHICK	Transmembrane protein 70, mitochondrial	TRUE
Apoly008632	4978.2173023517	0.544968097319364	0.169721736346926	3.21095051847337	0.00132296712838351	0.0448135028458104	g26883	VATH_BOVIN	V-type proton ATPase subunit H	TRUE
Apoly008683	483.907866524675	0.720718270241279	0.188590949526087	3.82159521468227	0.000132591201442116	0.0419361554427425	g26952	AQP1_HUMAN	Aquaporin-1	TRUE
Apoly008693	336.80529131904	0.684836831886068	0.207662672029948	3.29783309244573	0.000974340329320852	0.044662705147411	g26964	JMJD4_DANRE	2-oxoglutarate and iron-dependent oxygenase JMJD4 {ECO:0000250|UniProtKB:Q9H9V9}	TRUE
Apoly008765	3519.01557811959	0.566085341015263	0.168492551710962	3.3597054306967	0.000780256176798095	0.0432818592153558	g27058	TBB2A_RAT	Tubulin beta-2A chain	TRUE
Apoly008772	1448.67040639574	0.572706438834293	0.180459649533953	3.17359831027788	0.00150561903092368	0.045634801287426	g27069	PSA7_CARAU	Proteasome subunit alpha type-7	TRUE
Apoly008806	1261.12181242116	0.573444404482155	0.184232651463595	3.11261006084727	0.00185440854584588	0.0465881683551307	g27116	F131A_MOUSE	Protein FAM131A	TRUE
Apoly008997	149.506694694475	-0.526345658943915	0.169605674664658	-3.10334934243561	0.0019134362906767	0.0465881683551307	g27355	PDE4D_MOUSE	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	TRUE
Apoly009052	1048.67411529509	0.561905994466417	0.18373523316511	3.05823757799067	0.00222642986266133	0.0493373379838722	g27442	STK25_BOVIN	Serine/threonine-protein kinase 25	TRUE
Apoly009128	132.840819656209	0.686387176709093	0.217404631404938	3.15718746318071	0.00159298899807996	0.045634801287426	g27538	TMM69_XENTR	Transmembrane protein 69	TRUE
Apoly009208	136.860608506065	0.622413854922663	0.194413812601356	3.20148988692957	0.00136718874262399	0.0450920268707831	g27637	No_ID	No_Description	TRUE
Apoly009238	502.82198487109	0.817467914826889	0.263705362465475	3.09992905409315	0.00193567001229415	0.0466234633990068	g27667	CRJ1C_TRICY	Crystallin J1C	TRUE
Apoly009250	236.479212169564	0.550894776575702	0.174694372762313	3.15347751541626	0.00161337656602055	0.045634801287426	g27679	CN119_MOUSE	Uncharacterized protein C14orf119 homolog	TRUE
Apoly009258	1261.98679950269	0.615216854904778	0.181773535243728	3.38452379264053	0.00071301839097577	0.0424794610532869	g27688	PSB5_MOUSE	Proteasome subunit beta type-5	TRUE
Apoly009263	145.607771092499	0.665307701192787	0.211176325982048	3.15048430783545	0.00163000012674898	0.045634801287426	g27695	NOP9_HUMAN	Nucleolar protein 9	TRUE
Apoly009266	847.884021359613	0.67210232223436	0.194490507413801	3.45570758784842	0.00054885038298154	0.0422007710357574	g27698	DAD1_RAT	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	TRUE
Apoly009333	413.92443311743	0.726976580875399	0.179641504721737	4.04681859017759	5.19184460423017e-05	0.0406543544478739	g27794	RM37_CHICK	39S ribosomal protein L37, mitochondrial	TRUE
Apoly009342	738.896452190937	0.553227451363085	0.178458097426818	3.10004118244034	0.00193493737244987	0.0466234633990068	g27804	HECD3_MOUSE	E3 ubiquitin-protein ligase HECTD3	TRUE
Apoly009363	242.619668774666	0.658318866427599	0.209506304622668	3.14223892981773	0.00167661157685589	0.045634801287426	g27850	BT3L4_DANRE	Transcription factor BTF3 homolog 4	TRUE
Apoly009598	444.725932160068	0.505753300470676	0.158957534585407	3.18168812689365	0.00146419394720898	0.0451691210352357	g32844	PTGR3_HUMAN	Prostaglandin reductase 3	TRUE
Apoly009606	125.038077788213	0.685214152199027	0.183486641491907	3.73440892823389	0.000188156561324972	0.0419361554427425	g32854	CH076_HUMAN	Uncharacterized protein C8orf76	TRUE
Apoly009653	3066.85702152426	0.637562485845032	0.192652508601185	3.30939104024266	0.000934991505447506	0.044662705147411	g32916	EIF3H_SALSA	Eukaryotic translation initiation factor 3 subunit H {ECO:0000255|HAMAP-Rule:MF_03007}	TRUE
Apoly009658	374.087999230492	0.631619867702608	0.203776732675717	3.09956813719133	0.00193802995126513	0.0466234633990068	g32922	COXM1_BOVIN	COX assembly mitochondrial protein homolog	TRUE
Apoly009697	160.089927895549	0.884760051787397	0.236245030004938	3.74509487784316	0.000180325615326829	0.0419361554427425	g32985	SEGN_DANRE	Secretagogin	TRUE
Apoly009754	656.297610060761	0.57113637259852	0.183656347026086	3.10981015274902	0.00187207626489207	0.0465881683551307	g33055	DECR_MOUSE	2,4-dienoyl-CoA reductase, mitochondrial	TRUE
Apoly009781	21310.0100650082	0.659963804771796	0.193359382692435	3.41314600606457	0.00064217527137574	0.0422007710357574	g33090	TBB5_XENTR	Tubulin beta chain	TRUE
Apoly009788	656.792463689728	0.611561875068228	0.17784690277201	3.4386984846861	0.000584517865059126	0.0422007710357574	g33098	SYVC_TAKRU	Valine--tRNA ligase	TRUE
Apoly009841	811.571549125902	0.665476361422965	0.213032091430048	3.1238315173819	0.00178512641941866	0.0464037692966429	g33169	TAF12_MOUSE	Transcription initiation factor TFIID subunit 12	TRUE
Apoly009847	143.966322581442	0.822594306147027	0.248035478605258	3.3164380788289	0.000911727889383512	0.0442388915546969	g33177	MED18_DANRE	Mediator of RNA polymerase II transcription subunit 18	TRUE
Apoly009853	261.622022322819	0.536776161823635	0.173522312919796	3.09341290345604	0.00197868623666492	0.0468922430324861	g33184	RFA2_HUMAN	Replication protein A 32 kDa subunit	TRUE
Apoly010019	313.266826226525	0.782762945346951	0.256178426365787	3.0555381124454	0.00224657048158917	0.049472938266873	g33444	PNGF_ELIMR	Peptide-N(4)-(N-acetyl-beta-D-glucosaminyl)asparagine amidase F	TRUE
Apoly010028	902.973733657671	0.546235259697215	0.167007028868877	3.27073215658536	0.00107269455119165	0.044662705147411	g33453	UB2E1_HUMAN	Ubiquitin-conjugating enzyme E2 E1	TRUE
Apoly010057	1681.15654067047	0.583140403851299	0.170683768406664	3.41649595210444	0.000634326068439089	0.0422007710357574	g33495	RBM8A_SALSA	RNA-binding protein 8A	TRUE
Apoly010064	568.532921338981	0.726528971874927	0.216151580758651	3.36120128904423	0.000776042474438306	0.0432818592153558	g33504	BOLA1_PONAB	BolA-like protein 1	TRUE
Apoly010083	115.066738586693	0.691864300159603	0.203265123196093	3.40375313423617	0.000664667948748538	0.0422136703042047	g33528	TSN13_HUMAN	Tetraspanin-13	TRUE
Apoly010135	55.8583124149852	0.94553171957762	0.278244505593002	3.39820445892536	0.000678297063711547	0.0422136703042047	g33603	NUD17_DANRE	Nucleoside diphosphate-linked moiety X motif 17	TRUE
Apoly010202	382.189136316464	0.570186502298369	0.174414656986223	3.26914327127569	0.0010787366493369	0.044662705147411	g33688	GPN2_DANRE	GPN-loop GTPase 2 {ECO:0000250|UniProtKB:Q9H9Y4}	TRUE
Apoly010358	557.060452284046	0.569453227634872	0.18245939626556	3.12098603464665	0.00180246581870431	0.0464037692966429	g33887	BRD9_DANRE	Bromodomain-containing protein 9	TRUE
Apoly010380	106.436520366401	0.741260769720066	0.208326573944165	3.55816713963115	0.000373451660093174	0.0422007710357574	g33915	ACL4_SCHPO	Probable assembly chaperone of rpl4 {ECO:0000305}	TRUE
Apoly010419	196.877066531248	0.758473318436911	0.242349941806966	3.12966164869577	0.00175007753506349	0.0464037692966429	g33976	TM244_HUMAN	Transmembrane protein 244	TRUE
Apoly010436	452.844006035775	0.563077180602609	0.160230034651413	3.51417998396872	0.000441113820660389	0.0422007710357574	g34002	NBN_DANRE	Nibrin	TRUE
Apoly010445	982.777775718767	0.616536532575481	0.180111766013674	3.42307749360846	0.000619164230586813	0.0422007710357574	g34013	PSMD4_HUMAN	26S proteasome non-ATPase regulatory subunit 4	TRUE
Apoly010474	291.767555830468	0.645280715042654	0.210979029552142	3.05850641370581	0.00222443317525873	0.0493373379838722	g34071	KTAP2_CANLF	Keratinocyte-associated protein 2 {ECO:0000250|UniProtKB:Q8N6L1}	TRUE
Apoly010488	373.969342181874	0.535659969663547	0.174390995626109	3.07160336885736	0.00212912429861752	0.048298391775612	g34092	FPPS_CHICK	Farnesyl pyrophosphate synthase	TRUE
Apoly010544	449.806781964409	0.615778839716336	0.166253576701419	3.70385318580085	0.000212349184756636	0.0419361554427425	g34174	NOP2_MOUSE	Probable 28S rRNA (cytosine-C(5))-methyltransferase	TRUE
Apoly010564	1465.6626510381	0.679453723362916	0.21062302055255	3.22592336573861	0.00125566973234139	0.044662705147411	g34208	GBRL1_XENTR	Gamma-aminobutyric acid receptor-associated protein-like 1	TRUE
Apoly010604	149.608601315677	-0.761671514339535	0.219705201930075	-3.46678871345954	0.000526715738846804	0.0422007710357574	g34279	HLF_RAT	Hepatic leukemia factor	TRUE
Apoly010617	98.4979374193769	0.745394107167034	0.218505604611498	3.41132717621747	0.000646474688536939	0.0422007710357574	g34297	GRWD1_HUMAN	Glutamate-rich WD repeat-containing protein 1	TRUE
Apoly010708	252.505039358316	0.586387856291979	0.188491203680893	3.11095608092518	0.00186482672664323	0.0465881683551307	g22231	TRIP4_HUMAN	Activating signal cointegrator 1 {ECO:0000303|PubMed:10454579}	TRUE
Apoly010763	783.654000242921	0.635224818228976	0.170240394916537	3.731340135462	0.000190463859264671	0.0419361554427425	g22331	LEO1_DANRE	RNA polymerase-associated protein LEO1	TRUE
Apoly010807	512.776096108008	0.594342665139292	0.152165886193383	3.90588639811134	9.38806117355173e-05	0.0406543544478739	g22380	PUR9_HUMAN	Bifunctional purine biosynthesis protein PURH	TRUE
Apoly010808	478.372347141846	0.825107261383353	0.224716981837024	3.67176194090111	0.000240884014635766	0.0421537313453424	g22381	FINC_HUMAN	Fibronectin	TRUE
Apoly010853	139.58577319624	0.865593170335535	0.231355671856834	3.74139593548057	0.000183000951883109	0.0419361554427425	g22435	CENPQ_CHICK	Centromere protein Q	TRUE
Apoly010930	56.0933191876179	0.96610557168451	0.308583598215916	3.13077421246649	0.00174346147994314	0.0464037692966429	g22540	CALC1_ONCKE	Calcitonin-1	TRUE
Apoly011008	301.263524885869	0.733395520094262	0.227506133562214	3.22362966048873	0.00126576980613406	0.044662705147411	g22653	PIGB_DANRE	GPI mannosyltransferase 3	TRUE
Apoly011109	1810.40352238167	0.526415264057641	0.145506199292389	3.61782017960507	0.00029709468710955	0.0422007710357574	g22787	PRS6A_MOUSE	26S proteasome regulatory subunit 6A	TRUE
Apoly011110	624.221102864744	0.678899082876286	0.184903958318844	3.67163087826172	0.000241007603697704	0.0421537313453424	g22788	PSB1B_CARAU	Proteasome subunit beta type-1-B	TRUE
Apoly011177	574.038183098333	0.595561880580952	0.188182456566655	3.16481085137712	0.00155183797537018	0.045634801287426	g22878	ALPK3_HUMAN	Alpha-protein kinase 3 {ECO:0000305}	TRUE
Apoly011251	780.383956405773	0.797932709841956	0.184877781615033	4.31600110554915	1.58881183143594e-05	0.0284278156939676	g23013	BRD7_MOUSE	Bromodomain-containing protein 7	TRUE
Apoly011440	1095.83465709124	0.993273245577874	0.309367319411217	3.21065989603638	0.00132430569399035	0.0448135028458104	g23322	PRV7_DANRE	Parvalbumin-7	TRUE
Apoly011481	142.273422301916	0.528680691601505	0.152495744169648	3.46685538327786	0.000526585119319933	0.0422007710357574	g23423	RPP29_MOUSE	Ribonuclease P protein subunit p29	TRUE
Apoly011504	291.669097295372	0.56796264398438	0.179289249169798	3.16785667079505	0.00153567209874444	0.045634801287426	g23463	TYDP1_MOUSE	Tyrosyl-DNA phosphodiesterase 1	TRUE
Apoly011616	1064.48467581882	0.578552492199129	0.152482744041191	3.79421616417685	0.000148110600709281	0.0419361554427425	g23649	CATD_CHIHA	Cathepsin D	TRUE
Apoly011698	314.079065764331	0.749898543696253	0.216114947608805	3.46990595511081	0.000520640627601783	0.0422007710357574	g23802	MTNB_SALSA	Methylthioribulose-1-phosphate dehydratase {ECO:0000255|HAMAP-Rule:MF_03116}	TRUE
Apoly011722	1987.1577072931	0.563212353112986	0.153002055926142	3.68107702673528	0.000232250822844613	0.0421537313453424	g23867	DDB1_CHICK	DNA damage-binding protein 1	TRUE
Apoly011723	915.597852866275	0.556078839888391	0.166102583537044	3.34780367678251	0.000814546918007328	0.0432818592153558	g23877	TALDO_MOUSE	Transaldolase	TRUE
Apoly011880	933.18895530973	0.504198087259509	0.165104480110065	3.05381227040835	0.00225953426744156	0.0495298215990177	g40237	TM2D1_DANRE	TM2 domain-containing protein 1	TRUE
Apoly011912	397.152633514183	0.851576754830797	0.21618995187171	3.93902097418539	8.18147785199136e-05	0.0406543544478739	g40319	WDR18_DANRE	WD repeat-containing protein 18	TRUE
Apoly011974	463.339206140433	0.70597286129141	0.176859250058038	3.99172144549827	6.55953956255995e-05	0.0406543544478739	g40448	HEM6_HUMAN	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial	TRUE
Apoly012170	108.399184067058	0.592728794640137	0.187962254166538	3.1534458727813	0.0016135514825731	0.045634801287426	g40769	TMM69_XENTR	Transmembrane protein 69	TRUE
Apoly012178	795.544854789951	0.543669221244855	0.171626333481293	3.16774943691328	0.00153623860498518	0.045634801287426	g40781	FKBP2_MOUSE	Peptidyl-prolyl cis-trans isomerase FKBP2	TRUE
Apoly012184	533.232665864408	0.71885913150875	0.221677589769891	3.24281372896083	0.00118355562627826	0.044662705147411	g40789	NASP_HUMAN	Nuclear autoantigenic sperm protein	TRUE
Apoly012264	106.545529390485	-0.537201304642408	0.166523047295009	-3.22598771382505	0.00125538745881502	0.044662705147411	g40900	MKNK2_HUMAN	MAP kinase-interacting serine/threonine-protein kinase 2	TRUE
Apoly012391	1880.59199229874	0.668511279958629	0.16992365645148	3.93418605695738	8.34791015238195e-05	0.0406543544478739	g41083	PSMD1_PONAB	26S proteasome non-ATPase regulatory subunit 1	TRUE
Apoly012455	593.854629913502	0.556470244386131	0.177102071432866	3.14208772310759	0.001677477690901	0.045634801287426	g41206	TMCO1_DANRE	Calcium load-activated calcium channel {ECO:0000250|UniProtKB:Q9UM00}	TRUE
Apoly012481	164.321791614353	0.640581838255974	0.186758840944509	3.42999471948055	0.000603592995624864	0.0422007710357574	g41251	RFC4_HUMAN	Replication factor C subunit 4	TRUE
Apoly012511	480.617627518229	0.561990327501066	0.166342721078853	3.37850868289368	0.000728801309021141	0.0430174201619663	g41291	SHIP1_RAT	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1	TRUE
Apoly012599	352.987607590075	0.679037717216313	0.189482730653162	3.58363907294145	0.000338840219607081	0.0422007710357574	g41410	SCFD2_HUMAN	Sec1 family domain-containing protein 2	TRUE
Apoly012618	311.097291005464	0.67308690939195	0.219993081973117	3.05958216210727	0.0022164598234433	0.0493373379838722	g41437	ACSF4_DANRE	Beta-alanine-activating enzyme {ECO:0000250|UniProtKB:Q80WC9}	TRUE
Apoly012772	23923.1478237371	0.546620419586142	0.157219282504112	3.47680265982542	0.000507431150937131	0.0422007710357574	g41642	EF2_CHICK	Elongation factor 2	TRUE
Apoly012828	1140.72194020425	0.780193207026601	0.214334724908349	3.64006908987901	0.000272564895696782	0.0422007710357574	g41725	BT3L4_DANRE	Transcription factor BTF3 homolog 4	TRUE
Apoly013061	161.072226866909	0.724154103443666	0.212489005413988	3.4079603414436	0.000654504063849248	0.0422007710357574	g36519	TRIA1_HUMAN	TP53-regulated inhibitor of apoptosis 1	TRUE
Apoly013073	316.634314049077	0.866799757683289	0.26378429403038	3.28601731528208	0.00101614763327087	0.044662705147411	g36534	ILKAP_BOVIN	Integrin-linked kinase-associated serine/threonine phosphatase 2C	TRUE
Apoly013075	81.0927405261851	0.766433285276094	0.22918329443523	3.34419350749275	0.000825221558059496	0.0434108764255289	g36536	WDR74_BOVIN	WD repeat-containing protein 74	TRUE
Apoly013113	369.483941142444	0.592146767891733	0.176963852973847	3.34614531691534	0.000819434389224636	0.0432818592153558	g36593	EIF2A_DANRE	Eukaryotic translation initiation factor 2A	TRUE
Apoly013138	287.108271704841	0.744092188762342	0.223585968591808	3.32799143635352	0.000874745553498493	0.0441154494305612	g36630	ECH1_RAT	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	TRUE
Apoly013392	778.51833120256	0.662337619772705	0.207356522363098	3.19419718379005	0.00140220305879377	0.0451691210352357	g37010	SSRG_HUMAN	Translocon-associated protein subunit gamma	TRUE
Apoly013447	539.973070016329	-1.55569478247118	0.348123074693166	-4.46880685470896	7.86571138929873e-06	0.0225179585652844	g37106	ARAP1_HUMAN	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1	TRUE
Apoly013479	768.793211857762	0.646204766544454	0.186088094710304	3.47257446829388	0.000515491978560606	0.0422007710357574	g37172	RT23_MOUSE	28S ribosomal protein S23, mitochondrial	TRUE
Apoly013520	196.330705011234	-0.845060834277041	0.277510596903808	-3.04514798247492	0.00232565848830653	0.0496123606271024	g37272	PIS1_ARATH	CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1	TRUE
Apoly013556	994.806261376702	-0.506224959460074	0.160300428385032	-3.15797633580961	0.00158868453664358	0.045634801287426	g37322	HIF1A_CHICK	Hypoxia-inducible factor 1-alpha	TRUE
Apoly013583	429.461168553654	0.612871596546838	0.186284436013515	3.28997746490412	0.00100195406779323	0.044662705147411	g37366	SBDS_XENTR	Ribosome maturation protein SBDS	TRUE
Apoly013593	134.268053833262	0.506899624370981	0.160339344611188	3.16141758967631	0.0015700323793489	0.045634801287426	g37376	THAP5_MACFA	THAP domain-containing protein 5	TRUE
Apoly013648	185.295405242878	0.802652900367209	0.231382593835937	3.46894244316552	0.000522511382097413	0.0422007710357574	g37461	SYNM_HUMAN	Probable asparagine--tRNA ligase, mitochondrial	TRUE
Apoly013712	227.097147957158	0.535191600067245	0.173820188692715	3.07899562238638	0.00207699733657211	0.0479820061141253	g37536	PGAP2_CRIGR	Post-GPI attachment to proteins factor 2	TRUE
Apoly013736	116.572302795201	0.949410648202522	0.291288978797987	3.2593428426997	0.0011167063053918	0.044662705147411	g37574	DHR11_HUMAN	Dehydrogenase/reductase SDR family member 11	TRUE
Apoly013743	298.705647235233	0.729866341513739	0.217730544527283	3.35215411828579	0.000801853672328997	0.0432818592153558	g37581	DHR11_CHICK	Dehydrogenase/reductase SDR family member 11	TRUE
Apoly013753	238.497165274653	0.681444010923511	0.197746992257893	3.44603982666296	0.000568866513956664	0.0422007710357574	g37595	TAD2A_RAT	Transcriptional adapter 2-alpha	TRUE
Apoly013763	121.50241154184	0.754125996420461	0.216868987525922	3.47733442675995	0.000506425725018874	0.0422007710357574	g37607	MRM3_XENTR	rRNA methyltransferase 3, mitochondrial {ECO:0000250|UniProtKB:Q9HC36}	TRUE
Apoly013905	281.336335470711	0.695177368406554	0.199129120653154	3.49108842607418	0.000481057009601352	0.0422007710357574	g37808	RM28_XENLA	39S ribosomal protein L28, mitochondrial	TRUE
Apoly013946	354.213120651797	0.558764049241172	0.18226526387986	3.0656639523452	0.00217187266255473	0.0489240078432062	g37868	RSRC1_RAT	Serine/Arginine-related protein 53	TRUE
Apoly013948	292.967302106675	0.641450224278181	0.20240036121802	3.16921481966739	0.00152851376035172	0.045634801287426	g37870	MED29_DANRE	Mediator of RNA polymerase II transcription subunit 29	TRUE
Apoly014038	469.665937829249	0.521741284651977	0.150976402811704	3.4557803400753	0.000548702275198544	0.0422007710357574	g37988	C19L2_DANRE	CWF19-like protein 2	TRUE
Apoly014383	408.059669819511	0.620619106130109	0.181481658930183	3.41973458799418	0.000626822604179649	0.0422007710357574	g4116	MK67I_DANRE	MKI67 FHA domain-interacting nucleolar phosphoprotein	TRUE
Apoly014409	787.177544331662	0.553570745002884	0.152825592289691	3.62223850540395	0.000292064644789001	0.0422007710357574	g4148	SYMPK_HUMAN	Symplekin	TRUE
Apoly014431	82.1717371920031	0.693183555090981	0.22164696336164	3.12742184498138	0.0017634669875202	0.0464037692966429	g4172	YBEY_HUMAN	Endoribonuclease YbeY {ECO:0000305}	TRUE
Apoly014533	874.181328151855	0.690918395598006	0.222683115992613	3.10269771696982	0.00191765403829141	0.0466032256436387	g4321	HNMT_TETNG	Histamine N-methyltransferase	TRUE
Apoly014602	1976.47043399827	0.858010477384325	0.237076927757903	3.6191226430119	0.000295603526866428	0.0422007710357574	g4415	TBA_ONCKE	Tubulin alpha chain	TRUE
Apoly014630	119.914237877376	0.962394719484148	0.282894992566174	3.40195035180423	0.000669067913955569	0.0422136703042047	g4448	TXND3_CIOIN	Thioredoxin domain-containing protein 3 homolog	TRUE
Apoly014707	636.063342715229	0.540068032944864	0.157104679956787	3.43763173123432	0.000586825203484618	0.0422007710357574	g4543	HAT1_MOUSE	Histone acetyltransferase type B catalytic subunit	TRUE
Apoly014721	421.463304865301	0.562238841690207	0.183871076033204	3.05778839075633	0.00222976971573155	0.0493373379838722	g4559	SCRN3_DANRE	Secernin-3	TRUE
Apoly015077	485.035162817955	0.633007405370575	0.177521868054939	3.56579959588231	0.000362748497653402	0.0422007710357574	g13708	ECI1_RAT	Enoyl-CoA delta isomerase 1, mitochondrial	TRUE
Apoly015141	53.922140446226	0.717505893401813	0.234040148537316	3.06573849780057	0.0021713312882008	0.0489240078432062	g13814	SPC24_DANRE	Kinetochore protein Spc24	TRUE
Apoly015234	2274.8794892503	0.5061707490453	0.161831238411339	3.12776911314691	0.00176138488284761	0.0464037692966429	g13930	F10A1_CHICK	Hsc70-interacting protein	TRUE
Apoly015285	867.775484128567	0.582033964196216	0.166737702132558	3.4907159973543	0.000481728037375718	0.0422007710357574	g13993	CDC27_BOVIN	Cell division cycle protein 27 homolog	TRUE
Apoly015317	528.112937546574	0.595104312412614	0.183573404269699	3.24177848517921	0.00118786313306481	0.044662705147411	g14033	UTP18_MOUSE	U3 small nucleolar RNA-associated protein 18 homolog	TRUE
Apoly015320	148.428068155126	-1.07711255089888	0.322945500253664	-3.33527654063252	0.000852146105128078	0.0434108764255289	g14036	NR1D1_BOVIN	Nuclear receptor subfamily 1 group D member 1	TRUE
Apoly015338	256.456967639909	0.536737009068165	0.16853915789867	3.18464276053203	0.0014493280354556	0.0451691210352357	g14065	SGF29_RAT	SAGA-associated factor 29 {ECO:0000305}	TRUE
Apoly015488	268.322221330836	0.786354262848363	0.239329321592066	3.28565784425151	0.00101744518342685	0.044662705147411	g14316	R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A	TRUE
Apoly015506	232.635320882126	0.969465048043401	0.272109806323203	3.562771445627	0.000366960148591809	0.0422007710357574	g14336	RUS1_MOUSE	RUS1 family protein C16orf58 homolog	TRUE
Apoly015532	2244.66413900719	0.522870792471947	0.155488263575039	3.36276694105345	0.000771654802657892	0.0432818592153558	g14373	NUCB1_MOUSE	Nucleobindin-1	TRUE
Apoly015570	64.0200344634243	0.822475780927382	0.245550079446579	3.34952357898267	0.00080950665347305	0.0432818592153558	g14431	TM220_XENLA	Transmembrane protein 220	TRUE
Apoly015619	89.0320039704682	0.519677410688054	0.142270509045073	3.65274162703259	0.000259455261333662	0.0422007710357574	g14512	CCD43_DANRE	Coiled-coil domain-containing protein 43	TRUE
Apoly015782	2004.56062501809	0.649691756070174	0.206345791842764	3.14855830239195	0.00164077989663604	0.045634801287426	g14735	CLD4_MOUSE	Claudin-4 {ECO:0000303|PubMed:20921420}	TRUE
Apoly015836	141.880677294932	0.738166359679502	0.220413219423106	3.34901128712482	0.000811004917447542	0.0432818592153558	g14805	L3BPB_DANRE	Galectin-3-binding protein B	TRUE
Apoly015880	864.176084335557	0.867175301331096	0.282097307115274	3.07402899445878	0.00211188906380719	0.0481983473520593	g14892	RRAS2_MOUSE	Ras-related protein R-Ras2	TRUE
Apoly015919	1613.8051865585	0.515060988297366	0.162250403318784	3.17448202138142	0.00150104189408264	0.045634801287426	g14946	EFTU_BOVIN	Elongation factor Tu, mitochondrial	TRUE
Apoly015963	93.973473942185	0.55378352789947	0.175729914030948	3.15133328866218	0.00162526914664705	0.045634801287426	g15003	B9D1_DANRE	B9 domain-containing protein 1	TRUE
Apoly016025	798.318807583224	0.608797463240714	0.173897829477544	3.50089167340257	0.000463704288344739	0.0422007710357574	g15115	QCR2_BOVIN	Cytochrome b-c1 complex subunit 2, mitochondrial	TRUE
Apoly016042	326.557719283811	0.626983614272604	0.198749501403003	3.15464245115902	0.00160694908201132	0.045634801287426	g15137	NUP85_DANRE	Nuclear pore complex protein Nup85	TRUE
Apoly016044	715.409911026733	0.612696177767513	0.182902154544468	3.34985762903384	0.000808531064622345	0.0432818592153558	g15139	JUPI1_BOVIN	Jupiter microtubule associated homolog 1 {ECO:0000250|UniProtKB:Q9UK76}	TRUE
Apoly016156	976.977963422078	0.649504403455685	0.196951877173256	3.29778224395558	0.00097451678092635	0.044662705147411	g15368	COG1_HUMAN	Conserved oligomeric Golgi complex subunit 1	TRUE
Apoly016247	513.860307845711	0.600797764144105	0.194285833949858	3.09233952846588	0.00198585569836264	0.0469460883405357	g7035	PSMG1_DANRE	Proteasome assembly chaperone 1	TRUE
Apoly016249	481.2584283412	0.611166791223058	0.165089054299512	3.70204308102857	0.000213870291135965	0.0419361554427425	g7037	MBB1A_DANRE	Myb-binding protein 1A-like protein	TRUE
Apoly016274	231.276858275595	0.70355564847404	0.225416530883088	3.12113599529637	0.0018015481596424	0.0464037692966429	g7071	C2AIL_HUMAN	CDKN2AIP N-terminal-like protein	TRUE
Apoly016377	231.115464595497	0.622750873958109	0.19309446395628	3.22510993427087	0.00125924304026594	0.044662705147411	g7207	BOD1_MOUSE	Biorientation of chromosomes in cell division protein 1	TRUE
Apoly016378	337.389041058022	0.604549302825745	0.183409865672528	3.29616567030886	0.000980141973824885	0.044662705147411	g7208	HTSF1_MOUSE	HIV Tat-specific factor 1 homolog	TRUE
Apoly016383	516.089502442417	0.769472408281674	0.241653507487953	3.18419714359012	0.0014515611632827	0.0451691210352357	g7213	ARLY_LITCT	Argininosuccinate lyase	TRUE
Apoly016404	4757.89335933686	0.545217015971873	0.160292923389544	3.40137920279165	0.00067046752910536	0.0422136703042047	g7242	TCPZ_CHICK	T-complex protein 1 subunit zeta	TRUE
